core_name_norm,freq,judete_n,uats_n,sample_name,judete_list,table,full_name,gender,birth_year,death_year,era,profession,nationality,wikidata_qid,term,nature_type,category,subcategory,place_name,place_type,country,notes
dafinului,,,,,,nature_terms,,,,,,,,,Dafinului,tree,,,,,,
cetinei,,,,,,nature_terms,,,,,,,,,Cetinei,tree,,,,,,
rachitei,,,,,,nature_terms,,,,,,,,,Răchitei,tree,,,,,,
platanului,,,,,,nature_terms,,,,,,,,,Platanului,tree,,,,,,
ciresilor,,,,,,nature_terms,,,,,,,,,Cireșilor,tree,,,,,,
pomilor,,,,,,nature_terms,,,,,,,,,Pomilor,tree,,,,,,
brazilor,,,,,,nature_terms,,,,,,,,,Brazilor,tree,,,,,,
livezilor,,,,,,nature_terms,,,,,,,,,Livezilor,orchard,,,,,,
livezii,,,,,,nature_terms,,,,,,,,,Livezii,orchard,,,,,,
livezi,,,,,,nature_terms,,,,,,,,,Livezi,orchard,,,,,,
crangului,,,,,,nature_terms,,,,,,,,,Crângului,forest,,,,,,
codrului,,,,,,nature_terms,,,,,,,,,Codrului,forest,,,,,,
dumbravei,,,,,,nature_terms,,,,,,,,,Dumbravei,forest,,,,,,
dumbrava,,,,,,nature_terms,,,,,,,,,Dumbrava,forest,,,,,,
fagetului,,,,,,nature_terms,,,,,,,,,Făgetului,forest,,,,,,
alunis,,,,,,nature_terms,,,,,,,,,Aluniș,forest,,,,,,
alunisului,,,,,,nature_terms,,,,,,,,,Alunișului,forest,,,,,,
narciselor,,,,,,nature_terms,,,,,,,,,Narciselor,flower,,,,,,
bujorului,,,,,,nature_terms,,,,,,,,,Bujorului,flower,,,,,,
crizantemelor,,,,,,nature_terms,,,,,,,,,Crizantemelor,flower,,,,,,
magnoliei,,,,,,nature_terms,,,,,,,,,Magnoliei,flower,,,,,,
viorelelor,,,,,,nature_terms,,,,,,,,,Viorelelor,flower,,,,,,
zambilelor,,,,,,nature_terms,,,,,,,,,Zambilelor,flower,,,,,,
ghioceilor,,,,,,nature_terms,,,,,,,,,Ghioceilor,flower,,,,,,
iasomiei,,,,,,nature_terms,,,,,,,,,Iasomiei,flower,,,,,,
garofitei,,,,,,nature_terms,,,,,,,,,Garofiței,flower,,,,,,
margaretelor,,,,,,nature_terms,,,,,,,,,Margaretelor,flower,,,,,,
crizantemei,,,,,,nature_terms,,,,,,,,,Crizantemei,flower,,,,,,
nufarului,,,,,,nature_terms,,,,,,,,,Nufărului,flower,,,,,,
orhideelor,,,,,,nature_terms,,,,,,,,,Orhideelor,flower,,,,,,
violetelor,,,,,,nature_terms,,,,,,,,,Violetelor,flower,,,,,,
zambilei,,,,,,nature_terms,,,,,,,,,Zambilei,flower,,,,,,
branduselor,,,,,,nature_terms,,,,,,,,,Brândușelor,flower,,,,,,
nuferilor,,,,,,nature_terms,,,,,,,,,Nuferilor,flower,,,,,,
panselutelor,,,,,,nature_terms,,,,,,,,,Panseluțelor,flower,,,,,,
panselelor,,,,,,nature_terms,,,,,,,,,Panselelor,flower,,,,,,
daliei,,,,,,nature_terms,,,,,,,,,Daliei,flower,,,,,,
brandusei,,,,,,nature_terms,,,,,,,,,Brândușei,flower,,,,,,
gladiolelor,,,,,,nature_terms,,,,,,,,,Gladiolelor,flower,,,,,,
lacramioarelor,,,,,,nature_terms,,,,,,,,,Lăcrămioarelor,flower,,,,,,
zorelelor,,,,,,nature_terms,,,,,,,,,Zorelelor,flower,,,,,,
garoafelor,,,,,,nature_terms,,,,,,,,,Garoafelor,flower,,,,,,
garoafei,,,,,,nature_terms,,,,,,,,,Garoafei,flower,,,,,,
albastrelelor,,,,,,nature_terms,,,,,,,,,Albăstrelelor,flower,,,,,,
micsunelelor,,,,,,nature_terms,,,,,,,,,Micșunelelor,flower,,,,,,
lalelei,,,,,,nature_terms,,,,,,,,,Lalelei,flower,,,,,,
toporasilor,,,,,,nature_terms,,,,,,,,,Toporașilor,flower,,,,,,
romanitei,,,,,,nature_terms,,,,,,,,,Romaniței,flower,,,,,,
sanzienelor,,,,,,nature_terms,,,,,,,,,Sânzienelor,flower,,,,,,
lavandei,,,,,,nature_terms,,,,,,,,,Lavandei,flower,,,,,,
macului,,,,,,nature_terms,,,,,,,,,Macului,flower,,,,,,
macilor,,,,,,nature_terms,,,,,,,,,Macilor,flower,,,,,,
irisului,,,,,,nature_terms,,,,,,,,,Irisului,flower,,,,,,
narcisei,,,,,,nature_terms,,,,,,,,,Narcisei,flower,,,,,,
craitelor,,,,,,nature_terms,,,,,,,,,Craițelor,flower,,,,,,
margaritarului,,,,,,nature_terms,,,,,,,,,Mărgaritarului,flower,,,,,,
freziei,,,,,,nature_terms,,,,,,,,,Freziei,flower,,,,,,
muscatelor,,,,,,nature_terms,,,,,,,,,Mușcatelor,flower,,,,,,
petuniei,,,,,,nature_terms,,,,,,,,,Petuniei,flower,,,,,,
petuniilor,,,,,,nature_terms,,,,,,,,,Petuniilor,flower,,,,,,
panselutei,,,,,,nature_terms,,,,,,,,,Panseluței,flower,,,,,,
begoniei,,,,,,nature_terms,,,,,,,,,Begoniei,flower,,,,,,
anemonelor,,,,,,nature_terms,,,,,,,,,Anemonelor,flower,,,,,,
orhideei,,,,,,nature_terms,,,,,,,,,Orhideei,flower,,,,,,
gladiolei,,,,,,nature_terms,,,,,,,,,Gladiolei,flower,,,,,,
lacramioarei,,,,,,nature_terms,,,,,,,,,Lăcrămioarei,flower,,,,,,
tuberozelor,,,,,,nature_terms,,,,,,,,,Tuberozelor,flower,,,,,,
lotusului,,,,,,nature_terms,,,,,,,,,Lotusului,flower,,,,,,
cameliei,,,,,,nature_terms,,,,,,,,,Cameliei,flower,,,,,,
hortensiei,,,,,,nature_terms,,,,,,,,,Hortensiei,flower,,,,,,
margaretei,,,,,,nature_terms,,,,,,,,,Margaretei,flower,,,,,,
toporasi,,,,,,nature_terms,,,,,,,,,Toporași,flower,,,,,,
sulfinei,,,,,,nature_terms,,,,,,,,,Sulfinei,flower,,,,,,
cicoarei,,,,,,nature_terms,,,,,,,,,Cicoarei,flower,,,,,,
pelinului,,,,,,nature_terms,,,,,,,,,Pelinului,plant,,,,,,
busuiocului,,,,,,nature_terms,,,,,,,,,Busuiocului,plant,,,,,,
trifoiului,,,,,,nature_terms,,,,,,,,,Trifoiului,plant,,,,,,
inului,,,,,,nature_terms,,,,,,,,,Inului,plant,,,,,,
rozmarinului,,,,,,nature_terms,,,,,,,,,Rozmarinului,plant,,,,,,
musetelului,,,,,,nature_terms,,,,,,,,,Mușețelului,plant,,,,,,
papadiei,,,,,,nature_terms,,,,,,,,,Păpădiei,plant,,,,,,
nalbei,,,,,,nature_terms,,,,,,,,,Nalbei,plant,,,,,,
spicului,,,,,,nature_terms,,,,,,,,,Spicului,plant,,,,,,
graului,,,,,,nature_terms,,,,,,,,,Grâului,plant,,,,,,
viilor,,,,,,nature_terms,,,,,,,,,Viilor,plant,,,,,,
capsunilor,,,,,,nature_terms,,,,,,,,,Căpșunilor,fruit,,,,,,
zmeurei,,,,,,nature_terms,,,,,,,,,Zmeurei,fruit,,,,,,
murelor,,,,,,nature_terms,,,,,,,,,Murelor,fruit,,,,,,
fragilor,,,,,,nature_terms,,,,,,,,,Fragilor,fruit,,,,,,
afinului,,,,,,nature_terms,,,,,,,,,Afinului,fruit,,,,,,
randunicii,,,,,,nature_terms,,,,,,,,,Rândunicii,bird,,,,,,
berzei,,,,,,nature_terms,,,,,,,,,Berzei,bird,,,,,,
cucului,,,,,,nature_terms,,,,,,,,,Cucului,bird,,,,,,
soimului,,,,,,nature_terms,,,,,,,,,Șoimului,bird,,,,,,
privighetorii,,,,,,nature_terms,,,,,,,,,Privighetorii,bird,,,,,,
privighetorilor,,,,,,nature_terms,,,,,,,,,Privighetorilor,bird,,,,,,
cocorilor,,,,,,nature_terms,,,,,,,,,Cocorilor,bird,,,,,,
corbului,,,,,,nature_terms,,,,,,,,,Corbului,bird,,,,,,
lebedei,,,,,,nature_terms,,,,,,,,,Lebedei,bird,,,,,,
cocorului,,,,,,nature_terms,,,,,,,,,Cocorului,bird,,,,,,
pescarusului,,,,,,nature_terms,,,,,,,,,Pescărușului,bird,,,,,,
berzelor,,,,,,nature_terms,,,,,,,,,Berzelor,bird,,,,,,
egretei,,,,,,nature_terms,,,,,,,,,Egretei,bird,,,,,,
porumbeilor,,,,,,nature_terms,,,,,,,,,Porumbeilor,bird,,,,,,
vulturului,,,,,,nature_terms,,,,,,,,,Vulturului,bird,,,,,,
vulturilor,,,,,,nature_terms,,,,,,,,,Vulturilor,bird,,,,,,
caprioarei,,,,,,nature_terms,,,,,,,,,Căprioarei,animal,,,,,,
zimbrului,,,,,,nature_terms,,,,,,,,,Zimbrului,animal,,,,,,
albinelor,,,,,,nature_terms,,,,,,,,,Albinelor,animal,,,,,,
albinei,,,,,,nature_terms,,,,,,,,,Albinei,animal,,,,,,
stupilor,,,,,,nature_terms,,,,,,,,,Stupilor,animal,,,,,,
izvorului,,,,,,nature_terms,,,,,,,,,Izvorului,water,,,,,,
lacului,,,,,,nature_terms,,,,,,,,,Lacului,water,,,,,,
izvoarelor,,,,,,nature_terms,,,,,,,,,Izvoarelor,water,,,,,,
izvor,,,,,,nature_terms,,,,,,,,,Izvor,water,,,,,,
raului,,,,,,nature_terms,,,,,,,,,Râului,water,,,,,,
garlei,,,,,,nature_terms,,,,,,,,,Gârlei,water,,,,,,
iazului,,,,,,nature_terms,,,,,,,,,Iazului,water,,,,,,
paraului,,,,,,nature_terms,,,,,,,,,Pârâului,water,,,,,,
fantanii,,,,,,nature_terms,,,,,,,,,Fântânii,water,,,,,,
fantanilor,,,,,,nature_terms,,,,,,,,,Fântânilor,water,,,,,,
cismelei,,,,,,nature_terms,,,,,,,,,Cișmelei,water,,,,,,
baltii,,,,,,nature_terms,,,,,,,,,Bâlții,water,,,,,,
prundului,,,,,,nature_terms,,,,,,,,,Prundului,water,,,,,,
malului,,,,,,nature_terms,,,,,,,,,Malului,water,,,,,,
vadului,,,,,,nature_terms,,,,,,,,,Vadului,water,,,,,,
pajistei,,,,,,nature_terms,,,,,,,,,Pajiștei,meadow,,,,,,
pasunii,,,,,,nature_terms,,,,,,,,,Pășunii,meadow,,,,,,
poienii,,,,,,nature_terms,,,,,,,,,Poienii,meadow,,,,,,
poienitei,,,,,,nature_terms,,,,,,,,,Poieniței,meadow,,,,,,
poiana,,,,,,nature_terms,,,,,,,,,Poiana,meadow,,,,,,
izlazului,,,,,,nature_terms,,,,,,,,,Izlazului,meadow,,,,,,
islazului,,,,,,nature_terms,,,,,,,,,Islazului,meadow,,,,,,
imasului,,,,,,nature_terms,,,,,,,,,Imasului,meadow,,,,,,
pajistei,,,,,,nature_terms,,,,,,,,,Pajiștei,meadow,,,,,,
colinei,,,,,,nature_terms,,,,,,,,,Colinei,hill,,,,,,
magura,,,,,,nature_terms,,,,,,,,,Măgura,hill,,,,,,
magurii,,,,,,nature_terms,,,,,,,,,Măgurii,hill,,,,,,
magurei,,,,,,nature_terms,,,,,,,,,Măgurei,hill,,,,,,
piscului,,,,,,nature_terms,,,,,,,,,Piscului,peak,,,,,,
plaiului,,,,,,nature_terms,,,,,,,,,Plaiului,geography,,,,,,
sesului,,,,,,nature_terms,,,,,,,,,Șesului,geography,,,,,,
zorilor,,,,,,nature_terms,,,,,,,,,Zorilor,sky,,,,,,
toamnei,,,,,,nature_terms,,,,,,,,,Toamnei,season,,,,,,
verii,,,,,,nature_terms,,,,,,,,,Verii,season,,,,,,
rasaritului,,,,,,nature_terms,,,,,,,,,Răsăritului,sky,,,,,,
apusului,,,,,,nature_terms,,,,,,,,,Apusului,sky,,,,,,
amurgului,,,,,,nature_terms,,,,,,,,,Amurgului,sky,,,,,,
curcubeului,,,,,,nature_terms,,,,,,,,,Curcubeului,weather,,,,,,
azurului,,,,,,nature_terms,,,,,,,,,Azurului,sky,,,,,,
zefirului,,,,,,nature_terms,,,,,,,,,Zefirului,weather,,,,,,
vantului,,,,,,nature_terms,,,,,,,,,Vântului,weather,,,,,,
crivatului,,,,,,nature_terms,,,,,,,,,Crivățului,weather,,,,,,
luceafarului,,,,,,nature_terms,,,,,,,,,Luceafărului,sky,,,,,,
stelelor,,,,,,nature_terms,,,,,,,,,Stelelor,sky,,,,,,
lunii,,,,,,nature_terms,,,,,,,,,Lunii,sky,,,,,,
aurora,,,,,,nature_terms,,,,,,,,,Aurora,sky,,,,,,
stefan cel mare,,,,,,persons,Ștefan cel Mare,M,1433,1504,medieval,voievod,RO,Q44700,,,,,,,,
decebal,,,,,,persons,Decebal,M,,106,ancient,king,RO,Q37180,,,,,,,,
crisan,,,,,,persons,Crișan,M,1730,1785,premodern,revolutionary,RO,,,,,,,,,
aurel vlaicu,,,,,,persons,Aurel Vlaicu,M,1882,1913,premodern,engineer,RO,Q46740,,,,,,,,
traian,,,,,,persons,Împăratul Traian,M,53,117,ancient,emperor,,Q1425,,,,,,,,
mihail kogalniceanu,,,,,,persons,Mihail Kogălniceanu,M,1817,1891,1848,politician,RO,Q333229,,,,,,,,
closca,,,,,,persons,Cloșca,M,1748,1785,premodern,revolutionary,RO,,,,,,,,,
gheorghe doja,,,,,,persons,Gheorghe Doja,M,1470,1514,medieval,revolutionary,RO,Q153418,,,,,,,,
mihail sadoveanu,,,,,,persons,Mihail Sadoveanu,M,1880,1961,interwar,writer,RO,Q217048,,,,,,,,
george enescu,,,,,,persons,George Enescu,M,1881,1955,interwar,composer,RO,Q188215,,,,,,,,
alexandru ioan cuza,,,,,,persons,Alexandru Ioan Cuza,M,1820,1873,premodern,politician,RO,Q208518,,,,,,,,
cuza voda,,,,,,persons,Alexandru Ioan Cuza,M,1820,1873,premodern,politician,RO,Q208518,,,,,,,,
dimitrie cantemir,,,,,,persons,Dimitrie Cantemir,M,1673,1723,premodern,politician,RO,Q192043,,,,,,,,
vlad tepes,,,,,,persons,Vlad Țepeș,M,1428,1477,medieval,voievod,RO,Q44611,,,,,,,,
ion luca caragiale,,,,,,persons,Ion Luca Caragiale,M,1852,1912,premodern,writer,RO,Q217022,,,,,,,,
i. l. caragiale,,,,,,persons,Ion Luca Caragiale,M,1852,1912,premodern,writer,RO,Q217022,,,,,,,,
mihail eminescu,,,,,,persons,Mihai Eminescu,M,1850,1889,premodern,poet,RO,Q169930,,,,,,,,
mihai viteazu,,,,,,persons,Mihai Viteazul,M,1558,1601,medieval,voievod,RO,Q156605,,,,,,,,
constantin brancoveanu,,,,,,persons,Constantin Brâncoveanu,M,1654,1714,premodern,voievod,RO,Q216023,,,,,,,,
liviu rebreanu,,,,,,persons,Liviu Rebreanu,M,1885,1944,interwar,writer,RO,Q217046,,,,,,,,
mircea cel batran,,,,,,persons,Mircea cel Bătrân,M,1355,1418,medieval,voievod,RO,Q208494,,,,,,,,
nicolae titulescu,,,,,,persons,Nicolae Titulescu,M,1882,1941,interwar,diplomat,RO,Q366104,,,,,,,,
horia,,,,,,persons,Horia,M,1730,1785,premodern,revolutionary,RO,,,,,,,,,
petru rares,,,,,,persons,Petru Rareș,M,1483,1546,medieval,voievod,RO,Q312528,,,,,,,,
ciprian porumbescu,,,,,,persons,Ciprian Porumbescu,M,1853,1883,premodern,composer,RO,Q381100,,,,,,,,
ana ipatescu,,,,,,persons,Ana Ipătescu,F,1805,1875,1848,revolutionary,RO,,,,,,,,,
traian vuia,,,,,,persons,Traian Vuia,M,1872,1950,premodern,engineer,RO,Q362218,,,,,,,,
tudor arghezi,,,,,,persons,Tudor Arghezi,M,1880,1967,interwar,poet,RO,Q331003,,,,,,,,
ecaterina teodoroiu,,,,,,persons,Ecaterina Teodoroiu,F,1894,1917,premodern,military,RO,Q1298714,,,,,,,,
alexandru vlahuta,,,,,,persons,Alexandru Vlahuță,M,1858,1919,premodern,writer,RO,,,,,,,,,
anton pann,,,,,,persons,Anton Pann,M,1796,1854,premodern,writer,RO,Q696820,,,,,,,,
vasile lupu,,,,,,persons,Vasile Lupu,M,1595,1661,medieval,voievod,RO,Q524987,,,,,,,,
alexandru cel bun,,,,,,persons,Alexandru cel Bun,M,1375,1432,medieval,voievod,RO,Q312534,,,,,,,,
dragos voda,,,,,,persons,Dragoș Vodă,M,,1354,medieval,voievod,RO,,,,,,,,,
andrei muresanu,,,,,,persons,Andrei Mureșanu,M,1816,1863,1848,poet,RO,Q647392,,,,,,,,
iuliu maniu,,,,,,persons,Iuliu Maniu,M,1873,1953,interwar,politician,RO,Q343376,,,,,,,,
miron costin,,,,,,persons,Miron Costin,M,1633,1691,medieval,writer,RO,Q715279,,,,,,,,
marin preda,,,,,,persons,Marin Preda,M,1922,1980,communist,writer,RO,Q331085,,,,,,,,
nicolae labis,,,,,,persons,Nicolae Labiș,M,1935,1956,communist,poet,RO,,,,,,,,,
petofi sandor,,,,,,persons,Petőfi Sándor,M,1823,1849,premodern,poet,HU,Q46261,,,,,,,,
ady endre,,,,,,persons,Ady Endre,M,1877,1919,premodern,poet,HU,Q165655,,,,,,,,
constantin brancusi,,,,,,persons,Constantin Brâncuși,M,1876,1957,interwar,artist,RO,Q44523,,,,,,,,
spiru haret,,,,,,persons,Spiru Haret,M,1851,1912,premodern,educator,RO,Q365386,,,,,,,,
carol i,,,,,,persons,Regele Carol I,M,1839,1914,premodern,royalty,RO,Q131694,,,,,,,,
mircea eliade,,,,,,persons,Mircea Eliade,M,1907,1986,interwar,philosopher,RO,Q41614,,,,,,,,
andrei saguna,,,,,,persons,Andrei Șaguna,M,1809,1873,premodern,clergy,RO,Q432832,,,,,,,,
gheorghe sincai,,,,,,persons,Gheorghe Șincai,M,1754,1816,premodern,historian,RO,Q574767,,,,,,,,
iancu jianu,,,,,,persons,Iancu Jianu,M,1787,1842,premodern,outlaw,RO,,,,,,,,,
burebista,,,,,,persons,Burebista,M,,-44,ancient,king,RO,Q193389,,,,,,,,
gheorghe lazar,,,,,,persons,Gheorghe Lazăr,M,1779,1823,premodern,educator,RO,Q647424,,,,,,,,
george toparceanu,,,,,,persons,George Topârceanu,M,1886,1937,interwar,poet,RO,,,,,,,,,
costache negri,,,,,,persons,Costache Negri,M,1812,1876,1848,politician,RO,,,,,,,,,
dimitrie bolintineanu,,,,,,persons,Dimitrie Bolintineanu,M,1819,1872,1848,poet,RO,Q731699,,,,,,,,
gheorghe asachi,,,,,,persons,Gheorghe Asachi,M,1788,1869,premodern,writer,RO,Q647400,,,,,,,,
veronica micle,,,,,,persons,Veronica Micle,F,1850,1889,premodern,poet,RO,Q561702,,,,,,,,
corneliu coposu,,,,,,persons,Corneliu Coposu,M,1914,1995,communist,politician,RO,Q528773,,,,,,,,
grigore alexandrescu,,,,,,persons,Grigore Alexandrescu,M,1810,1885,premodern,writer,RO,Q647453,,,,,,,,
ion minulescu,,,,,,persons,Ion Minulescu,M,1881,1944,interwar,poet,RO,Q647495,,,,,,,,
vasile goldis,,,,,,persons,Vasile Goldiș,M,1862,1934,interwar,politician,RO,Q1375432,,,,,,,,
barbu stefanescu delavrancea,,,,,,persons,Barbu Ștefănescu Delavrancea,M,1858,1918,premodern,writer,RO,Q647376,,,,,,,,
george calinescu,,,,,,persons,George Călinescu,M,1899,1965,interwar,writer,RO,Q647391,,,,,,,,
marin sorescu,,,,,,persons,Marin Sorescu,M,1936,1996,communist,writer,RO,Q331063,,,,,,,,
stefan luchian,,,,,,persons,Ștefan Luchian,M,1868,1916,premodern,painter,RO,Q330905,,,,,,,,
alecu russo,,,,,,persons,Alecu Russo,M,1819,1859,1848,writer,RO,,,,,,,,,
alexandru lapusneanu,,,,,,persons,Alexandru Lăpușneanu,M,,1568,medieval,voievod,RO,,,,,,,,,
c. a. rosetti,,,,,,persons,C. A. Rosetti,M,1816,1885,1848,politician,RO,Q647381,,,,,,,,
gheorghe baritiu,,,,,,persons,Gheorghe Barițiu,M,1812,1893,premodern,historian,RO,Q647399,,,,,,,,
theodor aman,,,,,,persons,Theodor Aman,M,1831,1891,premodern,painter,RO,Q1388476,,,,,,,,
barbu lautaru,,,,,,persons,Barbu Lăutaru,M,1780,1858,premodern,musician,RO,,,,,,,,,
grigore ureche,,,,,,persons,Grigore Ureche,M,1590,1647,medieval,writer,RO,Q647461,,,,,,,,
matei corvin,,,,,,persons,Matei Corvin,M,1443,1490,medieval,royalty,HU,Q44511,,,,,,,,
iancu de hunedoara,,,,,,persons,Iancu de Hunedoara,M,1406,1456,medieval,military,RO,Q44461,,,,,,,,
bogdan voda,,,,,,persons,Bogdan Vodă I,M,,1365,medieval,voievod,RO,,,,,,,,,
neagoe basarab,,,,,,persons,Neagoe Basarab,M,1459,1521,medieval,voievod,RO,Q559382,,,,,,,,
ovidiu,,,,,,persons,Publius Ovidius Naso,M,-43,17,ancient,writer,,Q7198,,,,,,,,
vasile parvan,,,,,,persons,Vasile Pârvan,M,1882,1927,interwar,historian,RO,Q647397,,,,,,,,
bogdan petriceicu hasdeu,,,,,,persons,Bogdan Petriceicu Hașdeu,M,1838,1907,premodern,writer,RO,Q647407,,,,,,,,
emil cioran,,,,,,persons,Emil Cioran,M,1911,1995,interwar,philosopher,RO,Q163294,,,,,,,,
vasile lucaciu,,,,,,persons,Vasile Lucaciu,M,1852,1922,premodern,clergy,RO,Q1375430,,,,,,,,
petru maior,,,,,,persons,Petru Maior,M,1760,1821,premodern,historian,RO,Q575159,,,,,,,,
stefan octavian iosif,,,,,,persons,Ștefan Octavian Iosif,M,1875,1913,premodern,poet,RO,,,,,,,,,
maria,,,,,,persons,Regina Maria,F,1875,1938,interwar,royalty,RO,Q159020,,,,,,,,
ferdinand,,,,,,persons,Regele Ferdinand I,M,1865,1927,interwar,royalty,RO,Q159014,,,,,,,,
eftimie murgu,,,,,,persons,Eftimie Murgu,M,1805,1870,1848,revolutionary,RO,Q647431,,,,,,,,
ion heliade radulescu,,,,,,persons,Ion Heliade Rădulescu,M,1802,1872,premodern,writer,RO,Q647473,,,,,,,,
ion neculce,,,,,,persons,Ion Neculce,M,1672,1745,medieval,writer,RO,Q647489,,,,,,,,
camil petrescu,,,,,,persons,Camil Petrescu,M,1894,1957,interwar,writer,RO,Q647385,,,,,,,,
negru voda,,,,,,persons,Negru Vodă,M,,1290,medieval,voievod,RO,,,,,,,,,
cezar bolliac,,,,,,persons,Cezar Bolliac,M,1813,1881,1848,poet,RO,,,,,,,,,
g-ral eremia grigorescu,,,,,,persons,Eremia Grigorescu,M,1863,1919,premodern,military,RO,Q1372003,,,,,,,,
henri coanda,,,,,,persons,Henri Coandă,M,1886,1972,interwar,engineer,RO,Q193553,,,,,,,,
titu maiorescu,,,,,,persons,Titu Maiorescu,M,1840,1917,premodern,writer,RO,Q647519,,,,,,,,
alexandru odobescu,,,,,,persons,Alexandru Odobescu,M,1834,1895,premodern,writer,RO,Q647527,,,,,,,,
popa sapca,,,,,,persons,Popa Șapcă,M,1810,1860,1848,clergy,RO,,,,,,,,,
noua,,,,,,name_categories,,,,,,,,,,,abstract,new,,,,
mica,,,,,,name_categories,,,,,,,,,,,abstract,small,,,,
mare,,,,,,name_categories,,,,,,,,,,,abstract,large,,,,
lunga,,,,,,name_categories,,,,,,,,,,,abstract,long,,,,
scurta,,,,,,name_categories,,,,,,,,,,,abstract,short,,,,
angusta,,,,,,name_categories,,,,,,,,,,,abstract,narrow,,,,
tineretului,,,,,,name_categories,,,,,,,,,,,ideological,youth,,,,
sperantei,,,,,,name_categories,,,,,,,,,,,abstract,hope,,,,
viitorului,,,,,,name_categories,,,,,,,,,,,abstract,future,,,,
eternitatii,,,,,,name_categories,,,,,,,,,,,abstract,eternity,,,,
progresului,,,,,,name_categories,,,,,,,,,,,ideological,progress,,,,
luminii,,,,,,name_categories,,,,,,,,,,,abstract,enlightenment,,,,
armoniei,,,,,,name_categories,,,,,,,,,,,abstract,harmony,,,,
anfratirii,,,,,,name_categories,,,,,,,,,,,ideological,brotherhood,,,,
prieteniei,,,,,,name_categories,,,,,,,,,,,abstract,friendship,,,,
biruintei,,,,,,name_categories,,,,,,,,,,,ideological,victory,,,,
gloriei,,,,,,name_categories,,,,,,,,,,,ideological,glory,,,,
dreptatii,,,,,,name_categories,,,,,,,,,,,abstract,justice,,,,
democratiei,,,,,,name_categories,,,,,,,,,,,ideological,democracy,,,,
orizontului,,,,,,name_categories,,,,,,,,,,,abstract,horizon,,,,
orizont,,,,,,name_categories,,,,,,,,,,,abstract,horizon,,,,
linistei,,,,,,name_categories,,,,,,,,,,,abstract,peace,,,,
linistii,,,,,,name_categories,,,,,,,,,,,abstract,peace,,,,
veseliei,,,,,,name_categories,,,,,,,,,,,abstract,joy,,,,
vointei,,,,,,name_categories,,,,,,,,,,,abstract,resolve,,,,
avantului,,,,,,name_categories,,,,,,,,,,,abstract,impetus,,,,
renasterii,,,,,,name_categories,,,,,,,,,,,ideological,rebirth,,,,
recunostintei,,,,,,name_categories,,,,,,,,,,,abstract,gratitude,,,,
